Scan:     22 RXSJ011848.2+383 2015-10-21 +02 22 53.0
         OPTICAL                 Tb    
        km/s-LSR                 XX
    -282.2300399510356215      0.0017526
    -281.6273337003112260      0.0010004
    -281.0246250239410983     -0.0058702
    -280.4219139218918713     -0.0180931
    -279.8192003940970949     -0.0007994
    -279.2164844406564725      0.0004741
    -278.6137660614702440     -0.0030581
    -278.0110452565717196     -0.0099927
    -277.4083220258610254      0.0002563
    -276.8055963694046113     -0.0120891
    -276.2028682872026479     -0.0089135
    -275.6001377791885147      0.0014484
    -274.9974048453954651     -0.0074198
    -274.3946694856903719     -0.0163067
    -273.7919317002063622     -0.0061627
    -273.1891914888768724      0.0059080
    -272.5864488516687061      0.0003907
    -271.9837037885151290     -0.0057066
    -271.3809562995493820      0.0190581
    -270.7782063846383380     -0.0025358
    -270.1754540438152503      0.0031034
    -269.5726992770135553      0.0164684
    -268.9699420842665631      0.0045521
    -268.3671824655742171      0.0053220
    -267.7644204209033205      0.0149607
    -267.1616559502204495      0.0109590
    -266.5588890534591542     -0.0128716
    -265.9561197307525617      0.0037411
    -265.3533479819674881      0.0052506
    -264.7505738071372434      0.0013134
    -264.1477972061953210      0.0072593
    -263.5450181791748605      0.0130720
    -262.9422367260759756      0.0120403
    -262.3394528468654130     -0.0001726
    -261.7366665414764952      0.0002602
    -261.1338778099757860      0.0019506
    -260.5310866523301456      0.0070268
    -259.9282930685060933     -0.0103398
    -259.3254970584372359      0.0088890
    -258.7226986221900802     -0.0113879
    -258.1198977597313160     -0.0056687
    -257.5170944710609433     -0.0106589
    -256.9142887561124553     -0.0095284
    -256.3114806148857951     -0.0026453
    -255.7086700474142162      0.0047356
    -255.1058570536312402      0.0124103
    -254.5030416335368386     -0.0013372
    -253.9002237870976728      0.0062179
    -253.2974035143471099      0.0139017
    -252.6945808152850645      0.0167012
    -252.0917556898117482      0.0127758
    -251.4889281379271040     -0.0052965
    -250.8860981596977808      0.0043631
    -250.2832657550571582      0.0028619
    -249.6804309239719259     -0.0036666
    -249.0775936664421408     -0.0270996
    -248.4747539824345210     -0.0025695
    -247.8719118720155734      0.0059958
    -247.2690673350855093      0.0005719
    -246.6662203716775821      0.0049870
    -246.0633709816919179      0.0100094
    -245.4605191652284191      0.0075001
    -244.8576649222204935      0.0052508
    -244.2548082526681128      0.0072957
    -243.6519491564714883      0.0066640
    -243.0490876337636905     -0.0101913
    -242.4462236844449308     -0.0075983
    -241.8433573085151806      0.0055828
    -241.2404885059411299      0.0070576
    -240.6376172766894967      0.0048758
    -240.0347436208269301     -0.0044225
    -239.4318675382534991     -0.0024396
    -238.8289890290357675     -0.0115685
    -238.2261080930406081     -0.0069629
    -237.6232247304012049     -0.0100146
    -237.0203389409844021     -0.0140895
    -236.4174507248567352     -0.0066903
    -235.8145600819183585      0.0116389
    -235.2116670122358357      0.0012699
    -234.6087715157759419      0.0160412
    -234.0058735925053384      0.0047192
    -233.4029732423907717      0.0004128
    -232.8000704653989317     -0.0027683
    -232.1971652616296637      0.0049837
    -231.5942576309831509     -0.0042062
    -230.9913475734593931     -0.0214815
    -230.3884350889917698     -0.0160279
    -229.7855201776469016     -0.0081713
    -229.1826028393914783      0.0110764
    -228.5796830742254997      0.0059384
    -227.9767608820158387      0.0107696
    -227.3738362628956509     -0.0033291
    -226.7709092168316261     -0.0045074
    -226.1679797437239188      0.0128757
    -225.5650478436390927     -0.0019639
    -224.9621135164440204      0.0153788
    -224.3591767622718578     -0.0109248
    -223.7562375810559843     -0.0179493
    -223.1532959727631464      0.0041347
    -222.5503519373267807     -0.0095239
    -221.9474054748467324     -0.0160374
    -221.3444565852564381      0.0036824
    -220.7415052685226158      0.0182386
    -220.1385515246119837      0.0106047
    -219.5355953535910771     -0.0048166
    -218.9326367553933892     -0.0095251
    -218.3296757300188631      0.0034185
    -217.7267122774009636      0.0008434
    -217.1237463975729440     -0.0078306
    -216.5207780905348613      0.0002351
    -215.9178073562866587     -0.0084292
    -215.3148341947284905     -0.0309719
    -214.7118586058603853     -0.0200904
    -214.1088805897489067     -0.0011572
    -213.5059001463607444      0.0120287
    -212.9029172756293633      0.0067364
    -212.2999319775214531     -0.0023054
    -211.6969442521036058     -0.0110470
    -211.0939540993425112     -0.0126421
    -210.4909615191716341     -0.0163920
    -209.8879665115909177      0.0126896
    -209.2849690766337289     -0.0074084
    -208.6819692142667293     -0.0169392
    -208.0789669244566085     -0.0025370
    -207.4759622071701415      0.0080495
    -206.8729550624072999      0.0100771
    -206.2699454902013940      0.0044187
    -205.6669334904858317     -0.0022983
    -205.0639190632938664      0.0180838
    -204.4609022084924277      0.0066752
    -203.8578829262146428     -0.0095370
    -203.2548612163938913      0.0048370
    -202.6518370789968913      0.0170103
    -202.0488105139571360     -0.0052282
    -201.4457815213744425      0.0034240
    -200.8427501011822471      0.0020214
    -200.2397162533805499     -0.0168805
    -199.6366799779027872     -0.0201388
    -199.0336412747489589      0.0028388
    -198.4306001439523186      0.0034873
    -197.8275565854796127     -0.0113148
    -197.2245105992975880     -0.0076398
    -196.6214621853728772     -0.0007283
    -196.0184113437388476     -0.0186909
    -195.4153580743954421     -0.0052837
    -194.8123023772761258     -0.0065437
    -194.2092442523143347     -0.0250798
    -193.6061836996431396     -0.0068715
    -193.0031207191627800      0.0053192
    -192.4000553108399458      0.0010595
    -191.7969874747078620      0.0054227
    -191.1939172106667399      0.0118047
    -190.5908445188164251      0.0077948
    -189.9877693991236072      0.0065476
    -189.3846918514884692     -0.0032040
    -188.7816118759442361     -0.0114450
    -188.1785294724909647     -0.0059122
    -187.5754446411286835     -0.0026052
    -186.9723573817907436      0.0000129
    -186.3692676944438631      0.0008803
    -185.7661755791879443      0.0051140
    -185.1630810359231418     -0.0086449
    -184.5599840646493988     -0.0021499
