Scan:    605 RXSJ225148.5+341 2015-10-27 +21 26 58.0
         OPTICAL                 Tb    
        km/s-LSR                 XX
    -377.4368191024580028      0.0081859
    -376.8344804221737832     -0.0107829
    -376.2321393184737985     -0.0129589
    -375.6297957912914853     -0.0118266
    -375.0274498405602799     -0.0075654
    -374.4251014663466322     -0.0039837
    -373.8227506685842059     -0.0078495
    -373.2203974473061407      0.0040089
    -372.6180418023793095     -0.0066775
    -372.0156837339368394     -0.0253904
    -371.4133232419122805     -0.0011287
    -370.8109603262721521      0.0127573
    -370.2085949869500610      0.0004816
    -369.6062272240457673      0.0154823
    -369.0038570374927644     -0.0012801
    -368.4014844272909386      0.0080833
    -367.7991093933405296      0.0111186
    -367.1967319357413544      0.0053487
    -366.5943520544269063     -0.0033271
    -365.9919697493306217      0.0043451
    -365.3895850205855140     -0.0013389
    -364.7871978680585130      0.0080347
    -364.1848082917496185      0.0059924
    -363.5824162916255773     -0.0012386
    -362.9800218677530097     -0.0142643
    -362.3776250200651816     -0.0039307
    -361.7752257485289533     -0.0190463
    -361.1728240531442680     -0.0060705
    -360.5704199339111256      0.0070686
    -359.9680133908294692     -0.0019434
    -359.3656044237995957      0.0012272
    -358.7631930329212082     -0.0102971
    -358.1607792181279137     -0.0033471
    -357.5583629794194849     -0.0157762
    -356.9559443166962183     -0.0008844
    -356.3535232300911844      0.0115293
    -355.7510997195046230     -0.0021442
    -355.1486737849031670     -0.0013468
    -354.5462454262535630     -0.0041199
    -353.9438146436556849     -0.0053704
    -353.3413814370429122      0.0098171
    -352.7389458063486813     -0.0054371
    -352.1365077515397388     -0.0012632
    -351.5340672727159586     -0.0201443
    -350.9316243698107201     -0.0171275
    -350.3291790427575165     -0.0032681
    -349.7267312915895445     -0.0167577
    -349.1242811163401143      0.0033500
    -348.5218285169094656      0.0057486
    -347.9193734932641746      0.0001458
    -347.3169160455042288      0.0053769
    -346.7144561735629509      0.0066578
    -346.1119938773738909      0.0010464
    -345.5095291569368783     -0.0031235
    -344.9070620123186472     -0.0015099
    -344.3045924434525205     -0.0090851
    -343.7021204502386809     -0.0016536
    -343.0996460328435660      0.0091684
    -342.4971691911007383     -0.0087181
    -341.8946899250768752      0.0129265
    -341.2922082346718753      0.0134918
    -340.6897241199858399      0.0042735
    -340.0872375809187247     -0.0110717
    -339.4847486175039535     -0.0061533
    -338.8822572296749058     -0.0043504
    -338.2797634174648351     -0.0150778
    -337.6772671808405448     -0.0257758
    -337.0747685198019781     -0.0070090
    -336.4722674342825712     -0.0221677
    -335.8697639243488879     -0.0032876
    -335.2672579899343077     -0.0009235
    -334.6647496310056908     -0.0204292
    -334.0622388475961770     -0.0044529
    -333.4597256396725697      0.0119590
    -332.8572100072347553      0.0105767
    -332.2546919502163405     -0.0127511
    -331.6521714686838322     -0.0176264
    -331.0496485625372998     -0.0103790
    -330.4471232318433067     -0.0090982
    -329.8445954765020929      0.0081107
    -329.2420652965469117      0.0018592
    -328.6395326920110165      0.0026061
    -328.0369976627613369     -0.0129611
    -327.4344602088976330     -0.0163023
    -326.8319203303535119     -0.0054145
    -326.2293780270953789     -0.0041542
    -325.6268332991235752     -0.0037861
    -325.0242861464711837      0.0042369
    -324.4217365690716406     -0.0069069
