Scan:    833 2MASSJ00413+2816 2015-11-01 +04 22 13.0
    -440.6737505857122414      0.0118825
    -440.0716596434155008      0.0155251
    -439.4695662791008886      0.0140668
    -438.8674704928350252      0.0137799
    -438.2653722844847266     -0.0105497
    -437.6632716541165564      0.0114288
    -437.0611686017306283     -0.0035854
    -436.4590631272268979      0.0116678
    -435.8569552306387891      0.0073946
    -435.2548449119662450     -0.0012454
    -434.6527321712093226      0.0018204
    -434.0506170083013444     -0.0102714
    -433.4484994232424810      0.0037613
    -432.8463794160658722      0.0139516
    -432.2442569866716440      0.0117688
    -431.6421321350932203     -0.0073233
    -431.0400048613305444      0.0097386
    -430.4378751654168695     -0.0092090
    -429.8357430471857583     -0.0019611
    -429.2336085067370846     -0.0031031
    -428.6314715440708483     -0.0103605
    -428.0293321590872893      0.0011394
    -427.4271903518195472      0.0114540
    -426.8250461222344256     -0.0046563
    -426.2228994703984881      0.0032974
    -425.6207503961785505      0.0061473
    -425.0185988996079232      0.0063635
    -424.4164449807198594      0.0060748
    -423.8142886394146558     -0.0141725
    -423.2121298757253953      0.0015313
    -422.6099686896188814     -0.0065584
    -422.0078050811616777      0.0027657
    -421.4056390502206568     -0.0041300
    -420.8034705968291291     -0.0080712
    -420.2012997210203480     -0.0033395
    -419.5991264226611293     -0.0116323
    -418.9969507018514037      0.0072846
    -418.3947725585245507     -0.0007525
    -417.7925919927139375      0.0026303
    -417.1904090043195765     -0.0036472
    -416.5882235933748916      0.0000742
    -415.9860357599130225      0.0025130
    -415.3838455038343227     -0.0039533
    -414.7816528251385080     -0.0102747
    -414.1794577239256796     -0.0014368
    -413.5772601999960330      0.0100377
    -412.9750602534494988     -0.0110098
    -412.3728578842525963     -0.0140766
    -411.7706530924388062     -0.0024618
    -411.1684458778749445      0.0224513
    -410.5662362406275179      0.0048671
    -409.9640241807298935     -0.0088297
    -409.3618096980488872     -0.0201033
    -408.7595927926177524     -0.0073990
    -408.1573734644365459     -0.0001862
    -407.5551517135385780     -0.0030776
    -406.9529275397905508      0.0120275
    -406.3507009432593122      0.0217225
    -405.7484719239778315      0.0006930
    -405.1462404818132086     -0.0047122
    -404.5440066167986402      0.0251433
    -403.9417703289008159      0.0104385
    -403.3395316182196098      0.0073506
    -402.7372904845886410      0.0078510
    -402.1350469280411630      0.0147570
    -401.5328009486436827      0.0035642
    -400.9305525462964965     -0.0079930
    -400.3283017209662376     -0.0133154
    -399.7260484726861591     -0.0001197
    -399.1237928014562613      0.0206151
    -398.5215347072100371      0.0066919
    -397.9192741899806833      0.0091203
    -397.3170112497683135      0.0003961
    -396.7147458864396867     -0.0111883
    -396.1124781000947337     -0.0093612
    -395.5102078907001442     -0.0126846
    -394.9079352582558613      0.0003385
    -394.3056602026953783      0.0062894
    -393.7033827239854986      0.0056663
    -393.1011028222591221      0.0050764
    -392.4988204973167853     -0.0055069
    -391.8965357492248813     -0.0093574
    -391.2942485779835238     -0.0007331
    -390.6919589835927127      0.0021376
    -390.0896669659525173     -0.0052456
    -389.4873725251295014      0.0060010
    -388.8850756611237216      0.0036013
    -388.2827763738353610      0.0052209
    -387.6804746632975593     -0.0138951
    -387.0781705294772337     -0.0095483
    -386.4758639724408340     -0.0014076
    -385.8735549920219228      0.0008619
    -385.2712435883536841      0.0027665
    -384.6689297613694976      0.0027181
    -384.0666135110028563     -0.0030108
    -383.4642948372870705     -0.0015667
    -382.8619737401887164     -0.0075472
    -382.2596502197744712     -0.0077386
    -381.6573242759112077     -0.0001374
    -381.0549959085988689     -0.0091763
    -380.4526651179373289      0.0006058
    -379.8503319037935171      0.0027843
    -379.2479962662006301      0.0087468
    -378.6456582050920474      0.0118083
    -378.0433177206011237      0.0075180
    -377.4409748125278838      0.0012140
    -376.8386294809391188     -0.0088763
    -376.2362817258680252      0.0155483
    -375.6339315472146723     -0.0044629
    -375.0315789450124839      0.0101939
    -374.4292239192613465     -0.0078356
    -373.8268664698948101     -0.0054520
    -373.2245065969128177     -0.0022036
    -372.6221443002820024     -0.0018566
    -372.0197795801022949      0.0083741
    -371.4174124362406246     -0.0064686
    -370.8150428686968780      0.0122936
    -370.2126708775376756      0.0048029
    -369.6102964626298899     -0.0023380
    -369.0079196240067176     -0.0100341
    -368.4055403616682725     -0.0140687
    -367.8031586756478077      0.0003961
    -367.2007745658454496      0.0047324
    -366.5983880322611981     -0.0050246
    -365.9959990749616168     -0.0058848
    -365.3936076937803250      0.0133905
    -364.7912138888171967     -0.0060578
    -364.1888176600388078     -0.0026376
    -363.5864190074786393      0.0002262
    -362.9840179310033363     -0.0018907
    -362.3816144306796332     -0.0021295
    -361.7792085065075298      0.0039785
    -361.1768001583870387      0.0044430
    -360.5743893863515837      0.0099938
    -359.9719761904011079      0.0029485
    -359.3695605705689218      0.0020642
    -358.7671425267218410     -0.0244034
    -358.1647220588931191     -0.0059941
    -357.5622991671494333      0.0110994
    -356.9598738513575427     -0.0085747
    -356.3574461115508711     -0.0015126
    -355.7550159477293050     -0.0009692
    -355.1525833598928443     -0.0025321
    -354.5501483479749254      0.0001042
    -353.9477109119422948      0.0056575
    -353.3452710519281368      0.0135314
    -352.7428287677326466      0.0035752
    -352.1403840594224448      0.0033071
    -351.5379369269974745     -0.0024363
    -350.9354873704578495      0.0055468
    -350.3330353897036389     -0.0094334
    -349.7305809848014064     -0.0085678
    -349.1281241557512089     -0.0008763
    -348.5256649024531157      0.0084616
    -347.9232032249404369      0.0073621
    -347.3207391231799761      0.0092064
    -346.7182725972381832     -0.0034800
    -346.1158036469486774     -0.0012693
    -345.5133322724113327     -0.0098088
    -344.9108584736594025     -0.0117254
    -344.3083822505264493      0.0059957
    -343.7059036030458401      0.0052075
    -343.1034225312840817     -0.0014264
    -342.5009390351746106      0.0154659
    -341.8984531146842301      0.0142624
    -341.2959647698127696      0.0095907
    -340.6934740005935964      0.0051517
    -340.0909808068935831     -0.0003309
    -339.4884851888126036      0.0145322
    -338.8859871462507840     -0.0019725
    -338.2834866793079982     -0.0030706
    -337.6809837878510621      0.0131721
    -337.0784784719133427      0.0046314
    -336.4759707315279798     -0.0073111
    -335.8734605665952699     -0.0101793
    -335.2709479771150995      0.0019235
    -334.6684329631540891     -0.0038769
    -334.0659155246124215      0.0076297
    -333.4633956614900399      0.0076836
    -332.8608733737537477      0.0120638
    -332.2583486615032484      0.0050636
    -331.6558215245722749      0.0134403
    -331.0532919630272772      0.0127990
    -330.4507599768683122      0.0079739
    -329.8482255660288160      0.0125970
    -329.2456887305087889     -0.0025878
    -328.6431494703082308      0.0005686
    -328.0406077854270848      0.0072972
    -327.4380636757988441      0.0087444
    -326.8355171414567621      0.0084465
    -326.2329681824008389     -0.0091736
    -325.6304167985646245      0.0081780
    -325.0278629899146381     -0.0161071
    -324.4253067565175570      0.0002894
    -323.8227480983401279      0.0102183
    -323.2201870152824199      0.0052423
    -322.6176235074110537     -0.0077637
    -322.0150575747592256     -0.0026941
    -321.4124892171939791      0.0099013
    -320.8099184347151436      0.0100609
    -320.2073452273892826      0.0043479
    -319.6047695951833134     -0.0010210
    -319.0021915379971347     -0.0063828
    -318.3996110558974806     -0.0185444
    -317.7970281488842943     -0.0127637
    -317.1944428168910690      0.0094859
    -316.5918550598843808     -0.0014459
    -315.9892648778976536     -0.0055187
    -315.3866722709307737     -0.0053219
    -314.7840772389172912     -0.0082235
    -314.1814797818570923     -0.0000678
    -313.5788798998167977      0.0106994
    -312.9762775926300833      0.0118674
    -312.3736728603633424      0.0109916
    -311.7710657030166317     -0.0026327
    -311.1684561205900650     -0.0049252
    -310.5658441130169081      0.0058069
    -309.9632296802972746      0.0075215
    -309.3606128224643612      0.0055304
    -308.7579935394184076     -0.0071256
    -308.1553718311594139      0.0084424
    -307.5527476977205197      0.0042003
    -306.9501211391352058     -0.0125588
    -306.3474921552701744     -0.0007980
    -305.7448607461587926     -0.0050016
    -305.1422269118343706      0.0080765
    -304.5395906521970346      0.0073580
    -303.9369519672467277      0.0079080
    -303.3343108570167601     -0.0064668
    -302.7316673215404990      0.0073527
    -302.1290213606513362      0.0063605
    -301.5263729744493162     -0.0061272
    -300.9237221629343821      0.0046769
    -300.3210689259732931     -0.0038890
    -299.7184132636327831     -0.0048904
    -299.1157551758795421     -0.0041344
    -298.5130946627800199     -0.0060424
    -297.9104317241678359     -0.0008141
    -297.3077663601428640      0.0138749
    -296.7050985706718507      0.0239043
    -296.1024283557215426      0.0066540
    -295.4997557152252625     -0.0108102
    -294.8970806493161945      0.0076414
    -294.2944031578279009     -0.0055990
    -293.6917232407937490     -0.0147387
    -293.0890408982136819     -0.0166507
    -292.4863561301209529     -0.0177652
    -291.8836689363824348     -0.0045267
    -291.2809793170647481      0.0065534
    -290.6782872722011462     -0.0040511
    -290.0755928016585017     -0.0024863
    -289.4728959054700681      0.0038114
    -288.8701965836358454     -0.0185725
    -288.2674948361892007      0.0033459
    -287.6647906629968929     -0.0063704
    -287.0620840641255427     -0.0144389
    -286.4593750395750931     -0.0072061
    -285.8566635892458407      0.0192495
    -285.2539497132041788      0.0337764
    -284.6512334113836573     -0.0055824
    -284.0485146838507262      0.0108165
    -283.4457935305056822     -0.0004640
    -282.8430699513484115     -0.0006093
    -282.2403439464122812     -0.0026479
    -281.6376155155974175      0.0040088
    -281.0348846589702703      0.0125628
    -280.4321513764643896      0.0170935
    -279.8294156681463960     -0.0041768
    -279.2266775338829916     -0.0078925
    -278.6239369737076572      0.0020248
    -278.0211939876867859     -0.0013505
    -277.4184485756873073     -0.0032329
    -276.8157007377425316      0.0198634
    -276.2129504738190917     -0.0012470
    -275.6101977839837218     -0.0110635
    -275.0074426681030673      0.0065947
    -274.4046851262439191      0.0136637
    -273.8019251583727964      0.0019981
    -273.1991627644565028      0.0116913
    -272.5963979444950951      0.0188469
    -271.9936306984552061     -0.0016092
    -271.3908610263701462      0.0066563
    -270.7880889281733516      0.0061020
    -270.1853144038647656      0.0060912
    -269.5825374534778121      0.0154535
    -268.9797580769125034      0.0066423
    -268.3769762742021499      0.0014086
    -267.7741920453135549     -0.0010648
    -267.1714053902798582      0.0049636
    -266.5686163090346099      0.0091049
    -265.9658248015777531     -0.0036324
    -265.3630308679425980     -0.0081487
    -264.7602345079960742     -0.0050624
    -264.1574357218378850     -0.0005616
    -263.5546345093682703      0.0014513
    -262.9518308706870471     -0.0028440
    -262.3490248056943983      0.0127787
    -261.7462163143570137      0.0041679
    -261.1434053967415139      0.0085562
    -260.5405920527479680      0.0028000
    -259.9377762823764328     -0.0019790
    -259.3349580856601619      0.0021977
    -258.7321374625991552      0.0203715
    -258.1293144130935957      0.0110874
    -257.5264889371434265     -0.0000247
    -256.9236610348485783     -0.0002916
    -256.3208307060758102      0.0166291
    -255.7179979507919541      0.0048626
    -255.1151627690967985     -0.0056212
    -254.5123251609237514     -0.0039992
    -253.9094851262063059     -0.0043816
    -253.3066426649777156     -0.0185419
    -252.7037977772712907     -0.0222936
    -252.1009504629538185      0.0011969
    -251.4981007220919480      0.0067933
    -250.8952485547189042     -0.0117018
    -250.2923939606683632      0.0002680
    -249.6895369400400568      0.0049996
    -249.0866774928007885     -0.0032953
    -248.4838156189505014     -0.0113748
    -247.8809513184226603     -0.0097912
    -247.2780845912172936     -0.0172182
    -246.6752154374008796     -0.0213316
    -246.0723438568403765     -0.0119842
    -245.4694698495690091      0.0081563
    -244.8665934155867774     -0.0028393
    -244.2637145548937383      0.0023224
    -243.6608332674232713     -0.0061939
    -243.0579495531754048     -0.0110095
    -242.4550634121833639      0.0048600
    -241.8521748443806700     -0.0127295
    -241.2492838497339847     -0.0113220
    -240.6463904282766180     -0.0089464
    -240.0434945800418234     -0.0082908
    -239.4405963048965020      0.0012998
    -238.8376956028739073      0.0000955
    -238.2347924740405745      0.0039899
    -237.6318869182634614     -0.0061712
    -237.0289789355424830     -0.0094148
    -236.4260685259109778     -0.0038848
    -235.8231556894022276      0.0006457
    -235.2202404258497666      0.0144664
    -234.6173227353535253      0.0149245
    -234.0144026179466721      0.0059359
    -233.4114800734628830      0.0004493
    -232.8085551019354398     -0.0013284
    -232.2056277034308209     -0.0192922
    -231.6026978779158298     -0.0022232
    -230.9997656252906211      0.0042624
    -230.3968309455884196      0.0137996
    -229.7938938388425356     -0.0179009
    -229.1909543049531237     -0.0193481
    -228.5880123439201839     -0.0248161
    -227.9850679557769979     -0.0257547
    -227.3821211405568476     -0.0122709
    -226.7791718980932956     -0.0034400
    -226.1762202284862155     -0.0093099
    -225.5732661317356360      0.0050936
    -224.9703096077083728      0.0057622
    -224.3673506564710181     -0.0041057
    -223.7643892779902330     -0.0008007
    -223.1614254723326951     -0.0113381
    -222.5584592393318530      0.0110143
    -221.9554905790876944     -0.0090622
    -221.3525194915668521     -0.0142457
    -220.7495459767027342     -0.0178506
    -220.1465700345287075     -0.0066801
    -219.5435916650114621      0.0053205
    -218.9406108681842227      0.0056716
    -218.3376276439472008      0.0072961
    -217.7346419923336782     -0.0172836
    -217.1316539133435981      0.0003996
    -216.5286634069437355      0.0067413
    -215.9256704730674983     -0.0042107
    -215.3226751117814786     -0.0149525
    -214.7196773230856479      0.0023145
    -214.1166771068801324     -0.0082994
    -213.5136744631983277     -0.0044273
    -212.9106693920400915     -0.0205219
    -212.3076618933389170      0.0170525
    -211.7046519670948328      0.0146860
    -211.1016396133743740      0.0110120
    -210.4986248320444133      0.0079690
    -209.8956076231382042      0.0160094
    -209.2925879866558319      0.0028236
    -208.6895659225971826      0.0065986
    -208.0865414308957781      0.0019789
    -207.4835145115515616      0.0010272
    -206.8804851646311533     -0.0034500
    -206.2774533900013694      0.0041377
    -205.6744191876622381     -0.0136724
    -205.0713825576803231     -0.0016559
    -204.4683435000223710     -0.0087580
    -203.8653020145884796     -0.0098766
    -203.2622581014451839     -0.0052165
    -202.6592117605925978      0.0006161
    -202.0561629918974518     -0.0011261
    -201.4531117954597335     -0.0000024
    -200.8500581712460473      0.0049885
    -200.2470021192564786      0.0039631
    -199.6439436393911251     -0.0157426
    -199.0408827316832969      0.0027757
    -198.4378193961995009      0.0148045
    -197.8347536327734133     -0.0142077
    -197.2316854415048226      0.0029014
    -196.6286148223271653     -0.0075447
    -196.0255417752737515     -0.0010450
    -195.4224663002446789     -0.0047039
    -194.8193883973065681     -0.0200608
    -194.2163080664594190     -0.0146858
    -193.6132253075700760      0.0065277
    -193.0101401207383560      0.0005074
    -192.4070525058644989     -0.0088401
    -191.8039624630482649      0.0000321
    -191.2008699921898653     -0.0061203
    -190.5977750932559616     -0.0089588
    -189.9946777663131741     -0.0077373
    -189.3915780112616289      0.0039800
    -188.7884758281346080      0.0009237
    -188.1853712168988011      0.0084257
    -187.5822641775875468      0.0050868
    -186.9791547101009712     -0.0158520
    -186.3760428144723278     -0.0035981
    -185.7729284907682370     -0.0034626
    -185.1698117387889511      0.0011163
    -184.5666925586676541      0.0033256
    -183.9635709503044438     -0.0041907
    -183.3604469137991941     -0.0121601
    -182.7573204490187777     -0.0128734
    -182.1541915559964195      0.0007138
    -181.5510602347322333     -0.0048155
    -180.9479264851595417     -0.0013088
    -180.3447903073116834     -0.0153865
    -179.7416517011553765      0.0029796
    -179.1385106667238745      0.0129898
    -178.5353672038840784      0.0009159
    -177.9322213127358339      0.0172056
    -177.3290729932458589      0.0013645
    -176.7259222453475331      0.0015591
    -176.1227690690408849     -0.0016078
    -175.5196134643259711     -0.0004876
    -174.9164554312692701      0.0057306
    -174.3132949697044296      0.0026457
    -173.7101320796647315      0.0067841
    -173.1069667612499927     -0.0062211
    -172.5037990142938042     -0.0079891
    -171.9006288388294479      0.0136618
    -171.2974562349235157      0.0065549
    -170.6942812024095417      0.0103800
    -170.0911037413873999     -0.0003862
    -169.4879238517905549     -0.0040643
    -168.8847415337188238     -0.0072855
    -168.2815567869725442     -0.0033423
    -167.6783696116515046     -0.0003420
    -167.0751800077557334     -0.0019386
    -166.4719879751521034      0.0068193
    -165.8687935139404317      0.0215917
    -165.2655966240875216      0.0036160
    -164.6623973055932595      0.0030420
    -164.0591955583578567     -0.0023527
    -163.4559913824479054      0.0262228
    -162.8527847778300952      0.0241953
    -162.2495757444711160      0.0136386
    -161.6463642823377143      0.0031462
    -161.0431503914631719      0.0190886
    -160.4399340718807423      0.0062321
    -159.8367153234240163      0.0247244
    -159.2334941461929247      0.0048118
    -158.6302705401873254     -0.0016121
    -158.0270445052742048      0.0024381
    -157.4238160415533514     -0.0019978
    -156.8205851489582585      0.0159833
    -156.2173518275221227      0.0134149
    -155.6141160771451553      0.0023535
    -155.0108778978606381     -0.0012710
    -154.4076372897350780      0.0032547
    -153.8043942526021226      0.0148388
    -153.2011487865283357      0.0114707
    -152.5979008914803785      0.0075822
    -151.9946505674915898      0.0018578
    -151.3913978144621240      0.0114207
    -150.7881426324585163      0.0085590
    -150.1848850214474567      0.0058506
    -149.5816249813624665     -0.0107006
    -148.9783625122367425      0.0020422
    -148.3750976140037494     -0.0098638
    -147.7718302867633327     -0.0129385
    -147.1685605303824218      0.0112600
    -146.5652883448941850     -0.0083165
    -145.9620137303319609      0.0072990
    -145.3587366865626507      0.0036814
    -144.7554572136527895     -0.0011069
    -144.1521753115690672      0.0036416
    -143.5488909803448223      0.0063671
    -142.9456042198468708     -0.0074472
    -142.3423150301750866      0.0010467
    -141.7390234112961878      0.0029471
    -141.1357293631435823     -0.0147686
    -140.5324328857506089     -0.0171202
    -139.9291339790506470      0.0109246
    -139.3258326431103171      0.0078195
    -138.7225288778296886     -0.0053635
    -138.1192226832421284     -0.0097873
    -137.5159140593808615     -0.0056233
    -136.9126030061127608      0.0050064
    -136.3092895234711079     -0.0031079
    -135.7059736114559598     -0.0051009
    -135.1026552701005414      0.0134515
    -134.4993344993050357      0.0093254
    -133.8960112991027245      0.0111751
    -133.2926856694935509      0.0101236
    -132.6893576103777264     -0.0119253
    -132.0860271218217576     -0.0053949
    -131.4826942037591664      0.0081777
    -130.8793588562897412      0.0142333
    -130.2760210792471014     -0.0018659
    -129.6726808726644720     -0.0117261
    -129.0693382366084450      0.0093563
    -128.4659931709459215     -0.0086188
    -127.8626456757434511     -0.0048381
    -127.2592957510010052      0.0100765
    -126.6559433965854851     -0.0102456
    -126.0525886125967077      0.0083135
    -125.4492313989348560     -0.0014988
    -124.8458717557330431      0.0015075
    -124.2425096827915780     -0.0105242
    -123.6391451802102921      0.0045536
    -123.0357782479892137      0.0111635
    -122.4324088859952013      0.0069146
    -121.8290370943280863      0.0024299
    -121.2256628728880514      0.0189216
    -120.6222862217748997      0.0179846
    -120.0189071408555321      0.0099181
    -119.4155256301965125      0.0218815
    -118.8121416897645588      0.0210025
    -118.2087553194930791      0.0045594
    -117.6053665193821018      0.0196305
    -117.0019752894648946      0.0072430
    -116.3985816297414857      0.0103847
    -115.7951855401452690      0.0132483
    -115.1917870206429626     -0.0009871
    -114.5883860713011728      0.0094082
    -113.9849826919867297     -0.0038673
    -113.3815768827994930      0.0086037
    -112.7781686436396171      0.0169971
    -112.1747579746069476      0.0103794
    -111.5713448755683572     -0.0006597
    -110.9679293465238317      0.0106373
    -110.3645113875399488      0.0060825
    -109.7610909985168632      0.0089458
    -109.1576681794878567      0.0088873
    -108.5542429303863514      0.0218774
    -107.9508152513122070      0.0189072
    -107.3473851420989860      0.0094576
    -106.7439526028132804      0.0021153
    -106.1405176334883720      0.0015538
    -105.5370802340244012      0.0133757
    -104.9336404044213538      0.0102855
    -104.3301981446459763      0.0122544
    -103.7267534547981001      0.0126611
    -103.1233063347445977     -0.0006649
    -102.5198567844854836      0.0223634
    -101.9164048040872927      0.0181252
    -101.3129503934501798      0.0199037
    -100.7094935525408914      0.0133167
    -100.1060342814259627      0.0111057
     -99.5025725801054222     -0.0072002
     -98.8991084484460998      0.0180036
     -98.2956418865146020      0.0187520
     -97.6921728943108860      0.0199278
     -97.0887014717684167      0.0281339
     -96.4852276188871940      0.0098605
     -95.8817513356672038      0.0089585
     -95.2782726221084459     -0.0024729
     -94.6747914781443569     -0.0023948
     -94.0713079038082185     -0.0005276
     -93.4678218991000449      0.0107482
     -92.8643334639532583      0.0010279
     -92.2608425983345626      0.0183015
     -91.6573493023105499      0.0221665
     -91.0538535758479242      0.0263103
     -90.4503554188468257      0.0114353
     -89.8468548313738324      0.0171358
     -89.2433518134622261      0.0099124
     -88.6398463649455977      0.0047154
     -88.0363384859237641      0.0108701
     -87.4328281763967681      0.0183026
     -86.8293154362314539      0.0254493
     -86.2258002654943994      0.0181141
     -85.6222826641855761      0.0183967
     -85.0187626323050267      0.0314960
     -84.4152401697528632      0.0419538
     -83.8117152765623956      0.0258435
     -83.2081879527668775      0.0279215
     -82.6046581982664918      0.0349029
     -82.0011260130612243      0.0104381
     -81.3975913971843568      0.0307957
     -80.7940543506358750      0.0314261
     -80.1905148733159763      0.0423440
     -79.5869729652578854      0.0427606
     -78.9834286264616452      0.0315529
     -78.3798818568939311      0.0494352
     -77.7763326565214896      0.0474730
     -77.1727810253443351      0.0507521
     -76.5692269633957068      0.0652715
     -75.9656704705757875      0.0537336
     -75.3621115469178449      0.0769539
     -74.7585501924551750      0.0691391
     -74.1549864070546505      0.0655698
     -73.5514201907828067      0.0746062
     -72.9478515436063759      0.0701237
     -72.3442804655586542      0.0804146
     -71.7407069565397819      0.0933533
     -71.1371310165497590      0.0849387
     -70.5335526456884310      0.0811096
     -69.9299718437560784      0.1010415
     -69.3263886108526037      0.1095528
     -68.7228029469779784      0.1023342
     -68.1192148520989065      0.1221078
     -67.5156243261155282      0.1414791
     -66.9120313691277460      0.1336280
     -66.3084359811022352      0.1515120
     -65.7048381619391506      0.1686183
     -65.1012379117050557      0.1505599
     -64.4976352303666829      0.1675257
     -63.8940301179573140      0.1832740
     -63.2904225743438005      0.1916346
     -62.6868125995594383      0.2028487
     -62.0832001937040729      0.2196960
     -61.4795853565779922      0.2237173
     -60.8759680882810628      0.2304251
     -60.2723483887800029      0.2439212
     -59.6687262580747984      0.2716414
     -59.0651016960988926      0.2884095
     -58.4614747028522785      0.2874185
     -57.8578452784015340      0.3056398
     -57.2542134226135104      0.3237433
     -56.6505791355547856      0.3335392
     -56.0469424171587818      0.3595523
     -55.4433032674587949      0.3766587
     -54.8396616863882613      0.4016472
     -54.2360176739804416      0.4050729
     -53.6323712302353499      0.4323102
     -53.0287223550531479      0.4439413
     -52.4250710484671032      0.4737643
     -51.8214173104439269      0.4931659
     -51.2177611410834857      0.5293992
     -50.6141025401860674      0.5375800
     -50.0104415078515316      0.5801718
     -49.4067780440798643      0.5907755
     -48.8031121487712269      0.6151713
     -48.1994438219921832      0.6443291
     -47.5957730637094514      0.6707851
     -46.9920998738564606      0.6935810
     -46.3884242524332109      0.7287614
     -45.7847461994729912      0.7591841
     -45.1810657149757873      0.7945502
     -44.5773827988084861      0.8243690
     -43.9736974510709260      0.8415197
     -43.3700096717630998      0.8774346
     -42.7663194607518875      0.9024103
