Scan:    530 SDSSJ001847.44+3 2015-10-27 +06 05 00.0
         OPTICAL                 Tb    
        km/s-LSR                 XX
     -54.2352588669945490      0.3236518
     -53.6316207456927430      0.3533292
     -53.0279801929871013      0.3591172
     -52.4243372090107584      0.3966697
     -51.8206917936305729      0.4039111
     -51.2170439469464043      0.4125657
     -50.6133936688251040      0.4119005
     -50.0097409593665461      0.4310005
     -49.4060858184375675      0.4485782
     -48.8024282461380352      0.4839394
     -48.1987682424346673      0.4853885
     -47.5951058071943294      0.4816734
     -46.9914409405501416      0.5042033
     -46.3877736423689839      0.5201517
     -45.7841039127507017      0.5148124
     -45.1804317515621676      0.5345212
     -44.5767571589032201      0.5579023
     -43.9730801346407389      0.5790374
     -43.3694006788745696      0.5811794
     -42.7657187915048524      0.6122149
     -42.1620344725981582      0.6325249
     -41.5583477220879303      0.6476157
     -40.9546585399075838      0.6583066
     -40.3509669261569854      0.6647217
     -39.7472728807362898      0.6976495
     -39.1435764036787504      0.7128274
     -38.5398774949178318      0.7291020
     -37.9361761544868017      0.7636027
     -37.3324723823523712      0.7953357
     -36.7287661785145616      0.8267500
     -36.1250575429067808      0.8553694
     -35.5213464755956139      0.8620738
     -34.9176329764812081      0.8965451
     -34.3139170456634091      0.9502423
     -33.7101986830090752      0.9702192
     -33.1064778885515025      0.9957671
     -32.5027546622906911      1.0019380
     -31.8990290041600630      1.0459414
     -31.2953009142261962      1.0923593
     -30.6915703923559491      1.1154442
     -30.0878374386824596      1.1494387
     -29.4841020530725899      1.1706612
     -28.8803642355929142      1.1829770
     -28.2766239861435764      1.2231860
     -27.6728813048244255      1.2371259
     -27.0691361915356126      1.2488725
     -26.4653886462105774      1.2284262
     -25.8616386689824438      1.2412752
     -25.2578862597180809      1.2580315
     -24.6541314184840559      1.2614923
     -24.0503741451472379      1.2721393
     -23.4466144398740397      1.2673678
     -22.8428523024647632      1.2433183
     -22.2390877330192609      1.2481425
     -21.6353207314709586      1.2343040
     -21.0315512978531451      1.2302394
     -20.4277794321325352      1.2171367
     -19.8240051342425616      1.2260972
     -19.2202284042497915      1.2074587
     -18.6164492420543795      1.2326272
     -18.0126676477228820      1.2543244
     -17.4088836211887426      1.2243706
     -16.8050971624519505      1.2636393
     -16.2013082714792311      1.2441427
     -15.5975169483371499      1.2629217
     -14.9937231928925705      1.3155371
     -14.3899270052453438      1.3658370
     -13.7861283852290502      1.4305674
     -13.1823273330101109      1.4747772
     -12.5785238484886737      1.5663134
     -11.9747179315981729      1.6759433
     -11.3709095824051722      1.7788866
     -10.7670988008431063      1.9457182
     -10.1632855869452623      2.1506519
      -9.5594699406117822      2.3935325
      -8.9556518619758041      2.7511604
      -8.3518313508376281      3.2530994
      -7.7480084073636712      4.0327888
      -7.1441830313875121      5.2243075
      -6.5403552230090067      6.8916235
      -5.9365249821615835      8.7240400
      -5.3326923087786779     10.1748533
      -4.7288572029601390     10.8701887
      -4.1250196646061177     11.0488672
      -3.5211796937498963     11.1057482
      -2.9173372902916244     11.2109957
      -2.3134924543644360     11.2500105
      -1.7096451858019135     11.2935543
      -1.1057954847039075     11.4274902
      -0.5019433509372837     11.6610575
       0.1019112153648234     11.8519888
       0.7057682143355487     11.9319725
       1.3096276459416081     12.0428400
       1.9134895101830021     12.2961149
       2.5173538071262973     12.6413679
       3.1212205367049273     13.0171642
       3.7250896990520261     12.9569740
       4.3289612941010267     12.2544746
       4.9328353218519281     11.1914015
       5.5367117823712988      9.9924145
       6.1405906756591389      8.8194141
       6.7444720016488802      7.6599398
       7.3483557605402243      6.5329175
       7.9522419521334715      5.5427227
       8.5561305765617544      4.6547384
       9.1600216338916400      3.9031689
       9.7639151239899942      3.2726846
      10.3678110469899529      2.7287395
      10.9717094028915163      2.2786186
      11.5756101916946808      1.8812001
      12.1795134133328826      1.5682995
      12.7834190679392563      1.3202134
      13.3873271554472328      1.0875460
      13.9912376759233794      0.9116881
      14.5951506293676960      0.7650899
      15.1990660157801845      0.6374450
      15.8029838352274101      0.5535073
      16.4069040876428076      0.4810985
      17.0108267731595113      0.3845668
      17.6147518915778178      0.3217374
      18.2186794431639960      0.2880954
      18.8226094277849150      0.2465379
      19.4265418455071384      0.2205658
      20.0304766962640954      0.1754022
      20.6344139802554949      0.1469938
      21.2383536972150679      0.1346378
      21.8422958474090798      0.1100768
      22.4462404307709669      0.0995792
      23.0501874472341548      0.0790255
      23.6541368969983523      0.0628052
      24.2580887798638543      0.0739099
      24.8620430959637950      0.0566021
      25.4659998452981782      0.0652998
      26.0699590279335673      0.0461257
      26.6739206437368317      0.0553837
      27.2778846929076693      0.0453482
      27.8818511753129421      0.0214073
      28.4858200910192281      0.0439647
      29.0897914400265165      0.0425958
      29.6937652224013853      0.0379739
      30.2977414381438237      0.0359274
      30.9017200871872753      0.0274076
      31.5057011696648637      0.0236155
      32.1096846855100253      0.0179675
      32.7136706347893309      0.0237691
      33.3176590174362133      0.0149859
      33.9216498335838068      0.0080941
      34.5256430830989700      0.0128897
      35.1296387661148373      0.0327497
      35.7336368826314299      0.0350969
      36.3376374325821558      0.0236334
      36.9416404161667131      0.0046236
      37.5456458331854321      0.0132575
      38.1496536837714189      0.0058788
      38.7536639678581096      0.0225110
      39.3576766855786531      0.0089342
      39.9616918368664713      0.0299427
      40.5657094217215644      0.0131426
      41.1697294402104959     -0.0033141
      41.7737518923998508      0.0032798
      42.3777767780899026     -0.0051026
      42.9818040974803708     -0.0098634
      43.5858338506378189      0.0049974
      44.1898660373625418      0.0111613
      44.7939006578542447      0.0129034
      45.3979377120463568      0.0197520
      46.0019772000054417      0.0057102
      46.6060191215983792     -0.0038789
      47.2100634770914240      0.0047262
      47.8141102662848851      0.0027438
      48.4181594892453262      0.0154593
      49.0222111460393037      0.0266362
      49.6262652366668320      0.0002363
      50.2303217611279109      0.0001168
      50.8343807193559627      0.0127405
      51.4384421115506925     -0.0083199
      52.0425059375789729     -0.0070482
      52.6465721975073677      0.0085622
      53.2506408913358698      0.0180433
      53.8547120191310498      0.0085294
      54.4587855807597876      0.0144706
      55.0628615764217599      0.0007173
      55.6669400060504174      0.0031780
      56.2710208696457528      0.0150118
      56.8751041672077804      0.0031115
      57.4791898987364789     -0.0038070
      58.0832780644315605      0.0175927
      58.6873686640267564      0.0072093
      59.2914616977883284      0.0163280
      59.8955571655165855     -0.0060010
      60.4996550674112257     -0.0048439
      61.1037554033391146     -0.0021230
      61.7078581734333795      0.0009714
      62.3119633776274640      0.0219536
      62.9160710159879315      0.0017599
      63.5201810884482114     -0.0029926
      64.1242935951414381      0.0100369
      64.7284085360010550      0.0165557
      65.3325259110270480      0.0114143
      65.9366457203525442      0.0059048
      66.5407679638444591      0.0125357
      67.1448926415692853     -0.0047826
      67.7490197535936431      0.0126909
      68.3531492999175185      0.0071912
      68.9572812804077842      0.0003927
      69.5614156953306946     -0.0030013
      70.1655525444865447     -0.0067125
      70.7696918280750680     -0.0096916
      71.3738335458965309      0.0053705
      71.9779776981506245      0.0048940
      72.5821242847708277     -0.0012618
      73.1862733057571120     -0.0137928
      73.7904247611760411     -0.0008585
      74.3945786510276292      0.0048559
      74.9987349753118622     -0.0011529
      75.6028937340287399      0.0140339
      76.2070549272448403      0.0002369
      76.8112185548935997     -0.0131896
      77.4153846171081454      0.0134827
      78.0195531137553360     -0.0054637
      78.6237240449017349      0.0053640
      79.2278974106805123      0.0066953
      79.8320732109584981      0.0112199
      80.4362514458688196      0.0071120
      81.0404321152783780     -0.0065824
      81.6446152193202863      0.0010953
      82.2488007579945588      0.0106572
      82.8529887313011528      0.0223251
      83.4571791391735616      0.0182127
      84.0613719818114475      0.0256364
      84.6655672590151198      0.0073462
      85.2697649709842977      0.0061201
      85.8739651176523751      0.0305557
      86.4781676989528023      0.0119075
      87.0823727150852989      0.0071527
      87.6865801659167090      0.0173081
      88.2907900515136106      0.0156076
      88.8950023718759894      0.0003736
      89.4992171270704375     -0.0087278
      90.1034343170303629     -0.0036222
      90.7076539418223575      0.0155233
      91.3118760014463930     -0.0043036
      91.9161004959024837      0.0039140
      92.5203274252572072     -0.0014662
      93.1245567894439858     -0.0105931
      93.7287885885293832     -0.0076258
      94.3330228225133851     -0.0074044
      94.9372594914626120     -0.0138927
      95.5414985953104292      0.0007475
      96.1457401341900209      0.0013939
      96.7499841079682312     -0.0056322
      97.3542305167116240      0.0035411
      97.9584793604867912      0.0061155
      98.5627306392937044     -0.0062787
      99.1669843530658000      0.0081774
      99.7712405018696558     -0.0125511
     100.3754990857718496     -0.0075809
     100.9797601047057896     -0.0102432
     101.5840235588046170     -0.0045978
     102.1882894479352046      0.0164745
     102.7925577722306940      0.0193791
     103.3968285315579436     -0.0023078
     104.0011017261166302      0.0050903
     104.6053773557736548      0.0134095
     105.2096554206621306      0.0018469
     105.8139359207155081     -0.0101633
     106.4182188559337874      0.0012759
     107.0225042263834894     -0.0098203
     107.6267920320646851     -0.0115784
     108.2310822730438957     -0.0002359
     108.8353749491879796     -0.0136245
     109.4396700606966704     -0.0109425
     110.0439676074368265     -0.0028062
     110.6482675895415895      0.0019524
     111.2525700069443531     -0.0029571
     111.8568748597117235      0.0005449
     112.4611821477105451      0.0036406
     113.0654918711405372     -0.0117664
     113.6698040300016714     -0.0182707
     114.2741186241608489     -0.0061811
     114.8784356538177462     -0.0103525
     115.4827551188392505     -0.0093971
     116.0870770193584747     -0.0013734
     116.6914013552422773      0.0072716
     117.2957281266904062      0.0092354
     117.9000573335031135     -0.0101304
     118.5043889759466680     -0.0194125
     119.1087230537548294     -0.0019818
     119.7130595671938522      0.0020761
     120.3173985161306092      0.0031506
     120.9217399006316498     -0.0025858
     121.5260837206970024     -0.0044842
     122.1304299763932022      0.0018363
     122.7347786676537140     -0.0057466
     123.3391297944785094     -0.0120974
     123.9434833570007299     -0.0176458
     124.5478393551538119     -0.0083309
     125.1521977890043331      0.0101808
     125.7565586584191522      0.0054785
     126.3609219635979741      0.0167860
     126.9652877044742070      0.0087806
     127.5696558810478791     -0.0083876
     128.1740264933855542     -0.0081512
     128.7783995414206402      0.0087301
     129.3827750252197575      0.0026603
     129.9871529448494130      0.0042979
     130.5915333002430714      0.0140763
     131.1959160914007327     -0.0040094
     131.8003013184555243     -0.0062031
     132.4046889812742904     -0.0091506
     133.0090790799902152      0.0015024
     133.6134716145366781      0.0053644
     134.2178665849802996     -0.0137962
     134.8222639913210514     -0.0178671
     135.4266638335589334     -0.0024247
     136.0310661116939457      0.0015802
     136.6354708257926518     -0.0070358
     137.2398779759216154     -0.0197582
     137.8442875618811456      0.0123045
     138.4486995839375254      0.0028351
     139.0531140418910354     -0.0067050
     139.6575309359413666      0.0018428
     140.2619502659554200     -0.0035603
     140.8663720320662947     -0.0096215
     141.4707962342074268     -0.0025062
     142.0752228723788164      0.0069481
     142.6796519467136477      0.0025183
     143.2840834570787365     -0.0008014
     143.8885174036072101     -0.0059861
     144.4929537862325049      0.0051517
     145.0973926050212128     -0.0137237
     145.7018338599067704      0.0065106
     146.3062775510888400     -0.0163648
     146.9107236783677308     -0.0167977
     147.5151722418766269     -0.0013693
     148.1196232416154714      0.0037093
     148.7240766775177292      0.0146793
     149.3285325497164990      0.0063269
     149.9329908582118094      0.0137921
     150.5374516029371250      0.0137724
     151.1419147839589527     -0.0119293
     151.7463804013438562     -0.0166079
     152.3508484549587649     -0.0099424
     152.9553189450033415      0.0197013
     153.5597918712778664     -0.0070685
     154.1642672340486513     -0.0000104
     154.7687450331159766      0.0238010
     155.3732252685463777      0.0167362
     155.9777079404730102      0.0134307
     156.5821930487627753     -0.0041326
     157.1866805935487434     -0.0176244
     157.7911705747644362      0.0132233
     158.3956629924763035      0.0103840
     159.0001578466178955     -0.0010124
     159.6046551372556905     -0.0201273
     160.2091548644563090     -0.0210749
     160.8136570281531590     -0.0007459
     161.4181616283462404      0.0067505
     162.0226686651686805      0.0068224
     162.6271781385539441     -0.0041475
     163.2316900484354676     -0.0048325
     163.8362043950129134     -0.0022521
     164.4407211781531544     -0.0074852
     165.0452403979893461      0.0044699
     165.6497620544548965      0.0092649
     166.2542861475498341     -0.0021890
     166.8588126773406941      0.0039074
     167.4633416438275049      0.0027482
     168.0678730469436744     -0.0025372
     168.6724068868889219      0.0050878
     169.2769431634635566      0.0064295
     169.8814818768006774     -0.0262400
     170.4860230269669046     -0.0108970
     171.0905666138956178     -0.0005246
     171.6951126375868455      0.0033159
     172.2996610981071512     -0.0256704
     172.9042119954565067      0.0017769
     173.5087653295683765      0.0051461
     174.1133211006424801      0.0020882
     174.7178793084790414      0.0088050
     175.3224399532778364     -0.0110916
     175.9270030349057379     -0.0189676
     176.5315685534958163      0.0045087
     177.1361365089815365      0.0157872
     177.7407069014294621     -0.0120518
     178.3452797308395930     -0.0219577
     178.9498549971453940     -0.0063268
     179.5544327005465277      0.0069332
     180.1590128408433031      0.0091977
     180.7635954182354112     -0.0105999
     181.3681804325897247      0.0089781
     181.9727678840393708     -0.0050412
     182.5773577725178143     -0.0032207
     183.1819500980915905     -0.0109110
     183.7865448606941641     -0.0058285
     184.3911420603920703     -0.0055722
     184.9957416973184365      0.0085175
     185.6003437712736002      0.0103348
     186.2049482824572237      0.0132776
     186.8095552307362084     -0.0138816
     187.4141646162436530      0.0087242
     188.0187764388464586      0.0036706
     188.6233906987443163     -0.0003991
     189.2280073958040418     -0.0072574
     189.8326265301588478     -0.0112737
     190.4372481017421137     -0.0069458
     191.0418721104873043      0.0002727
     191.6464985566607027     -0.0005677
     192.2511274400625325      0.0076994
     192.8557587607594144      0.0038084
     193.4603925188179119     -0.0033539
     194.0650287141714614      0.0026600
     194.6696673468866265      0.0115982
     195.2743084170299710      0.0229573
     195.8789519244683390      0.0000811
     196.4835978694014784      0.0128866
     197.0882462516296698      0.0016678
     197.6928970712860121     -0.0123274
     198.2975503285036893      0.0067758
     198.9022060230829538     -0.0115059
     199.5068641551569897     -0.0036873
     200.1115247247257685      0.0137532
     200.7161877317893186      0.0132074
     201.3208531763475548      0.0205803
     201.9255210584671545     -0.0137831
     202.5301913780814687     -0.0046476
     203.1348641353237099     -0.0017671
     203.7395393300606656     -0.0221687
     204.3442169624920552     -0.0096995
     204.9488970324182162     -0.0062997
     205.5535795399722758     -0.0105090
     206.1582644852207693     -0.0148015
     206.7629518680305694     -0.0206120
     207.3676416886013669      0.0173888
     207.9723339468000916     -0.0114800
     208.5770286426932500     -0.0073042
     209.1817257762808424     -0.0007335
     209.7864253476294323     -0.0136745
     210.3911273566725129     -0.0220929
     210.9958318034765909      0.0052582
     211.6005386880416665     -0.0048766
     212.2052480103677965     -0.0146020
     212.8099597705880512      0.0059401
     213.4146739685027967      0.0022534
     214.0193906043116385     -0.0121187
     214.6241096778815347     -0.0030319
     215.2288311894121193      0.0032286
     215.8335551387037299      0.0028755
     216.4382815259560573     -0.0044874
     217.0430103510359743     -0.0079196
     217.6477416140766081     -0.0018876
     218.2524753150113952     -0.0038553
     218.8572114539068991     -0.0130794
     219.4619500307631199      0.0004162
     220.0666910455800576     -0.0051434
     220.6714344984243041     -0.0122477
     221.2761803892292392     -0.0264517
     221.8809287180614547      0.0000961
     222.4856794849209791      0.0004618
     223.0904326898743477     -0.0003466
     223.6951883327884048     -0.0046262
     224.2999464138629264     -0.0125542
     224.9047069329647002     -0.0013554
     225.5094698902269386     -0.0170043
     226.1142352855164290     -0.0240528
     226.7190031190329194     -0.0062343
     227.3237733906432538     -0.0047408
     227.9285461004139961     -0.0162113
     228.5333212484117382     -0.0114994
     229.1380988345698881     -0.0049161
     229.7428788589550663      0.0132735
     230.3476613215671875      0.0100283
     230.9524462224063086     -0.0015040
     231.5572335614724011      0.0048502
     232.1620233388321140      0.0202906
     232.7668155544853050      0.0012027
     233.3716102083655244     -0.0061235
     233.9764073006058425     -0.0146631
     234.5812068311397525     -0.0072682
     235.1860088001002964     -0.0004237
     235.7908132072878686     -0.0091755
     236.3956200529686953     -0.0177912
     237.0004293369430854     -0.0079340
     237.6052410594107016     -0.0003659
     238.2100552201719097     -0.0079118
     238.8148718194929074     -0.0025059
     239.4196908571074687      0.0073139
     240.0245123332818196     -0.0074012
     240.6293362478829181     -0.0042519
     241.2341626009772710     -0.0129357
     241.8389913926314136      0.0088268
     242.4438226227122470      0.0172456
     243.0486562914194906      0.0042286
     243.6534923986199601      0.0101999
     244.2583309443802762     -0.0166778
     244.8631719287004387     -0.0134325
     245.4680153517135466      0.0011956
     246.0728612132199089     -0.0116133
     246.6777095134192166     -0.0109817
     247.2825602521783424     -0.0027149
     247.8874134295638783     -0.0263157
     248.4922690457089232     -0.0125989
     249.0971271004803782      0.0053466
     249.7019875940113423     -0.0001160
     250.3068505261687164      0.0114220
     250.9117158970855996      0.0150299
     251.5165837067619918      0.0110134
     252.1214539551979499     -0.0079503
     252.7263266423268533      0.0136424
     253.3312017682818293      0.0025957
     253.9360793329963712      0.0079101
     254.5409593365369574      0.0101690
     255.1458417789702366     -0.0127510
     255.7507266601630249     -0.0098120
     256.3556139803150700      0.0050287
     256.9605037392266240     -0.0025467
     257.5653959370973780      0.0088988
     258.1702905738608251      0.0123400
     258.7751876495169086     -0.0139761
     259.3800871640656851     -0.0212344
     259.9849891176402252     -0.0116631
     260.5898935101074585     -0.0112859
     261.1948003415338917      0.0009131
     261.7997096120527090      0.0108894
     262.4046213214641057      0.0105802
     263.0095354699680001      0.0103504
     263.6144520574976013      0.0097758
     264.2193710840530230     -0.0011255
     264.8242925496342082      0.0118241
     265.4292164543743979      0.0170324
     266.0341427981402944      0.0136126
     266.6390715810651955      0.0033331
     267.2440028030824237     -0.0036663
     267.8489364642585429     -0.0088916
     268.4538725645271029     -0.0060472
     269.0588111039544970      0.0015855
     269.6637520826740229      0.0083942
     270.2686955004858760      0.0150609
     270.8736413575898609      0.0128161
     271.4785896538526799      0.0003974
     272.0835403893410671      0.0036255
     272.6884935641214724      0.0106155
     273.2934491781940096      0.0158978
     273.8984072314920013      0.0222312
     274.5033677241486316      0.0112641
     275.1083306560972801      0.0039111
     275.7132960273380036      0.0024374
     276.3182638379374225      0.0112636
     276.9232340878954233     -0.0032411
     277.5282067772786263     -0.0090757
     278.1331819059539043     -0.0034396
     278.7381594741209483      0.0034043
     279.3431394816466309     -0.0007993
     279.9481219286640226      0.0074928
     280.5531068150401097      0.0042248
     281.1580941409745265      0.0222085
     281.7630839063341455     -0.0125779
     282.3680761111855304      0.0072979
     282.9730707555286244      0.0063252
     283.5780678393635412      0.0051887
     284.1830673628233512      0.0135688
     284.7880693257749272      0.0012547
     285.3930737283513963     -0.0011464
     285.9980805704196314     -0.0034375
     286.6030898521127597     -0.0059085
     287.2081015734307812      0.0012961
     287.8131157343736959      0.0173320
     288.4181323349415607      0.0044435
     289.0231513751343186      0.0161361
     289.6281728550184766     -0.0001250
     290.2331967745941483      0.0156253
     290.8382231338613337      0.0078753
     291.4432519328199191      0.0128070
     292.0482831715365819      0.0246716
     292.6533168500112652      0.0145091
     293.2583529682439121      0.0117976
     293.8633915261680727     -0.0031373
     294.4684325239168743     -0.0055032
     295.0734759614903169      0.0186916
     295.6785218388882868      0.0066115
     296.2835701560443340      0.0052308
     296.8886209130914722      0.0132275
     297.4936741100298718     -0.0049525
     298.0987297467927988     -0.0068526
     298.7037878235134940     -0.0053098
     299.3088483400588302      0.0050557
     299.9139112965618779      0.0092050
     300.5189766929560733     -0.0037321
     301.1240445293746006     -0.0035463
     301.7291148056843326      0.0007615
     302.3341875220182828      0.0090474
     302.9392626783100013     -0.0072318
     303.5443402745594312      0.0005671
     304.1494203109663772     -0.0032102
     304.7545027873309778     -0.0008978
     305.3595877037199671     -0.0132734
     305.9646750601997383      0.0117060
     306.5697648568370255     -0.0038784
     307.1748570934320242      0.0051241
     307.7799517702510457     -0.0269175
     308.3850488871609059     -0.0162744
     308.9901484442282253     -0.0161593
     309.5952504413863835     -0.0097051
     310.2003548787020009     -0.0069171
     310.8054617563082047      0.0147802
     311.4105710740052473      0.0015916
     312.0156828319929332     -0.0076059
     312.6207970301379646     -0.0025643
     313.2259136686402030      0.0182397
     313.8310327472999006      0.0073512
     314.4361542662500710      0.0077345
     315.0412782254908848      0.0140119
     315.6464046250888487      0.0242255
     316.2515334649108354      0.0163068
     316.8566647451564791      0.0046758
     317.4617984656926524      0.0104092
     318.0669346265860895     -0.0036829
     318.6720732278365631      0.0065079
     319.2772142695108073      0.0043577
     319.8823577516087653      0.0061349
     320.4875036740638166     -0.0197173
     321.0926520370757089     -0.0029329
     321.6978028404448082      0.0033261
     322.3029560843041281     -0.0144909
     322.9081117685871618     -0.0077933
     323.5132698934270365     -0.0102465
     324.1184304587571887     -0.0039851
     324.7235934645776183     -0.0090522
     325.3287589110214526     -0.0028670
     325.9339267979555643      0.0160645
     326.5390971254465171     -0.0007962
     327.1442698935609315      0.0036377
     327.7494451022321869      0.0122946
     328.3546227515267901     -0.0116699
     328.9598028415113617      0.0051529
     329.5649853720528313      0.0064425
     330.1701703432842692     -0.0073401
     330.7753577552056754      0.0096081
     331.3805476077504295      0.0010932
     331.9857399010517724      0.0007768
     332.5909346350431406      0.0066219
     333.1961318097910407     -0.0090996
     333.8013314252954160      0.0191513
     334.4065334815563801      0.0215299
     335.0117379785073695      0.0287067
     335.6169449163479612      0.0191419
     336.2221542949451418      0.0012871
     336.8273661143654181      0.0030941
     337.4325803746087900      0.0146443
     338.0377970757418780      0.0033050
     338.6430162176980616      0.0021596
     339.2482378005439614      0.0108683
     339.8534618242794636      0.0148985
     340.4586882889046819     -0.0019987
     341.0639171945527437     -0.0102732
     341.6691485410239011      0.0104064
     342.2743823285178451      0.0043446
     342.8796185569014483     -0.0004699
     343.4848572263078950      0.0038005
     344.0900983367371850      0.0051620
     344.6953418881892617     -0.0185960
     345.3005878805976181     -0.0178690
     345.9058363140287042     -0.0042608
     346.5110871886158179     -0.0065207
     347.1163405041591545      0.0036678
     347.7215962609250255      0.0047780
     348.3268544586471194     -0.0001866
     348.9321150975916908      0.0041086
     349.5373781776257260      0.0168019
     350.1426436988156752      0.0117115
     350.7479116610949745      0.0108756
     351.3531820646633719      0.0013857
     351.9584549093212331     -0.0211558
     352.5637301952014582     -0.0134946
     353.1690079223708381     -0.0035155
     353.7742880906961886      0.0088932
     354.3795707003106372      0.0123701
     354.9848557511475633      0.0122858
     355.5901432432735874     -0.0016131
     356.1954331766886526     -0.0104708
     356.8007255514594931     -0.0056640
     357.4060203674526974     -0.0127644
     358.0113176248681839     -0.0094982
     358.6166173236393320      0.0124682
     359.2219194637660848      0.0005733
     359.8272240451819926     -0.0077192
     360.4325310680866323     -0.0047087
     361.0378405323469337      0.0099084
     361.6431524380960809      0.0092069
     362.2484667852673397      0.0121451
     362.8537835737943169      0.0301878
     363.4591028039431535      0.0135979
     364.0644244754477086      0.0147267
     364.6697485885741230      0.0066599
     365.2750751431228196      0.0088136
     365.8804041392268118     -0.0059564
     366.4857355768196499     -0.0108397
     367.0910694560343472      0.0174120
     367.6964057768044540      0.0086746
     368.3017445391298565      0.0151926
     368.9070857431437389      0.0004788
     369.5124293886464670      0.0029043
     370.1177754759042386     -0.0036910
     370.7231240047173060     -0.0059288
     371.3284749752854736      0.0091492
     371.9338283874089939     -0.0068548
     372.5391842413541212      0.0027024
     373.1445425369211648      0.0081827
     373.7499032741766882      0.0016680
     374.3552664532538756     -0.0179194
     374.9606320740195429     -0.0016187
     375.5660001366067604      0.0094826
     376.1713706408825146     -0.0102687
     376.7767435870464396     -0.0098912
     377.3821189749654650      0.0071171
     377.9874968047060406     -0.0083434
     378.5928770762683371     -0.0107041
     379.1982597897853111     -0.0278842
     379.8036449450573286     -0.0105419
     380.4090325422841943     -0.0160071
     381.0144225813326102     -0.0037807
     381.6198150623358174     -0.0009819
     382.2252099852937590      0.0091774
     382.8306073501398146      0.0030237
     383.4360071570072819     -0.0040191
     384.0414094057629200      0.0015065
     384.6468140965399130     -0.0021814
     385.2522212293382040     -0.0008309
     385.8576308041577931     -0.0181641
     386.4630428209321735     -0.0096353
     387.0684572798609793     -0.0157929
     387.6738741807445763      0.0078585
     388.2792935237826555     -0.0022527
     388.8847153089085396      0.0087855
     389.4901395360557785      0.0086598
     390.0955662054240634      0.0199769
     390.7009953168136462      0.0209850
     391.3064268704908386     -0.0050205
     391.9118608661893290      0.0211587
     392.5172973041754858      0.0024294
     393.1227361843160679      0.0030832
     393.7281775066776390     -0.0052460
     394.3336212711936923      0.0072937
     394.9390674779973551      0.0033407
     395.5445161270885706      0.0138476
     396.1499672183342682     -0.0061672
     396.7554207520007026     -0.0092140
     397.3608767278881260     -0.0066286
     397.9663351461297225     -0.0008715
     398.5717960065923648     -0.0064121
     399.1772593095423076     -0.0013772
     399.7827250547132394      0.0094412
     400.3881932423714716     -0.0113389
     400.9936638723173132     -0.0083496
     401.5991369447504553     -0.0180485
     402.2046124594711500      0.0002523
     402.8100904166791452      0.0045365
     403.4155708163744976     -0.0069582
     404.0210536584905299      0.0026024
     404.6265389431604262      0.0070519
     405.2320266701844957      0.0071526
     405.8375168398289929      0.0054251
     406.4430094518942269      0.0178870
     407.0485045065798317      0.0084620
     407.6540020037527938     -0.0062667
     408.2595019435461836      0.0102725
     408.8650043258268170      0.0066524
     409.4705091507279349     -0.0008828
     410.0760164183159873     -0.0133546
     410.6815261283913969      0.0014297
     411.2870382812203616     -0.0047527
     411.8925528766031334     -0.0008320
     412.4980699147395171     -0.0061247
     413.1035893954962717     -0.0145796
     413.7091113190066949     -0.0052982
     414.3146356852040526     -0.0030872
     414.9201624941550222      0.0153954
     415.5256917457263057     -0.0072917
     416.1312234401177648     -0.0164551
     416.7367575773293993     -0.0162529
     417.3422941572945888      0.0124463
     417.9478331800799538     -0.0000808
     418.5533746456187600      0.0118416
     419.1589185540443623      0.0232466
     419.7644649052235195      0.0253432
     420.3700136993558658     -0.0147546
     420.9755649363084444      0.0026469
     421.5811186162142690      0.0013551
     422.1866747389401553      0.0129235
     422.7922333046193444      0.0099006
     423.3977943131852726     -0.0012693
     424.0033577647709535     -0.0000715
     424.6089236593099940     -0.0079746
     425.2144919967356032     -0.0146078
     425.8200627772477560     -0.0143284
     426.4256360007130979     -0.0131428
     427.0312116672648699     -0.0008355
     427.6367897767698878      0.0045641
     428.2423703294278425     -0.0008629
     428.8479533250391000     -0.0113015
     429.4535387638032944      0.0002944
     430.0591266455874120     -0.0021857
     430.6647169705244096      0.0030940
     431.2703097386143440     -0.0101005
     431.8759049497907654     -0.0166594
     432.4815026041866872     -0.0090572
     433.0871027016690391      0.0078973
     433.6927052423708915      0.0017061
     434.2983102262922444     -0.0045269
     434.9039176534331546      0.0021345
     435.5095275237271153     -0.0107349
     436.1151398373736470     -0.0051117
     436.7207545941731723     -0.0066538
     437.3263717942588187     -0.0150567
     437.9319914376970928      0.0104172
     438.5376135243549243      0.0052320
     439.1432380544320608     -0.0199062
     439.7488650277285842      0.0114249
     440.3544944444444695      0.0118571
     440.9601263045129826      0.0166320
     441.5657606079341235     -0.0093949
     442.1713973547745695     -0.0037322
     442.7770365449677001     -0.0004998
     443.3826781786465290      0.0083337
     443.9883222557447198      0.0042753
     444.5939687761954815      0.0046914
     445.1996177401986756      0.0045593
     445.8052691476876248      0.0089571
     446.4109229985958791      0.0210435
     447.0165792931229589      0.0018869
     447.6222380310694007     -0.0128711
     448.2278992126347248      0.0005268
     448.8335628376858040      0.0093567
     449.4392289064224428     -0.0124636
     450.0448974185783300      0.0076466
     450.6505683744862836     -0.0089126
     451.2562417738800491     -0.0057452
     451.8619176168926970      0.0124105
     452.4675959036574682      0.0019158
     453.0732766339745581     -0.0052688
     453.6789598080437713     -0.0008040
     454.2846454257319806      0.0071658
     454.8903334872387632     -0.0172340
     455.4960239922978644      0.0013802
